date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:48	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/sharedata	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/sharedata.163.delayed	(from http://ecaidev.stagingrelease.com/ecai/policy)
12:45:00	5967/5967	---M--	200	added ('OK')	image/jpeg	etag:%225d64de57-174f%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1566891607download%20(8).jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1566891607download%20(8).jpg	(from http://ecaidev.stagingrelease.com/ecai/policy)
12:45:00	128176/128176	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:14:57%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/news	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/news.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:05	129486/129486	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:01%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/blogs	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/blogs.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:07	125082/125082	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:03%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/videos	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/videos.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:09	120897/120897	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:07%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/groups	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/groups.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:11	111131/111131	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:09%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/about	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/about.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:17	132062/132062	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:11%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/newsdetails/flood-like-situation-in-ocklahomaede4	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/newsdetails/flood-like-situation-in-ocklahomaede4.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:19	347559/347559	---M--	200	added ('OK')	image/png	etag:%225d918fb6-54da7%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569820598phoneimg.png	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569820598phoneimg.png	(from http://ecaidev.stagingrelease.com/ecai/policy)
12:45:23	132107/132107	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:20%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/newsdetails/6-terrorists-are-killed-in-an-ecounter101d	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/newsdetails/6-terrorists-are-killed-in-an-ecounter101d.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:28	132127/132127	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:25%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/newsdetails/india-to-assign-its-first-ever-codf5b8	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/newsdetails/india-to-assign-its-first-ever-codf5b8.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:47	187338/187338	---M--	200	added ('OK')	image/jpeg	etag:%225d91a754-2dbca%22	http://ecaidev.stagingrelease.com/storage/img/media_library/156982664417.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/156982664417.jpg	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:45:51	132802/132802	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:15:48%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/blogdetails/world-economy-is-taking-a-hit-these-days41d6	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/blogdetails/world-economy-is-taking-a-hit-these-days41d6.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:46:05	245995/245995	---M--	200	added ('OK')	image/jpeg	etag:%225d91a715-3c0eb%22	http://ecaidev.stagingrelease.com/storage/img/media_library/15698265818.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/15698265818.jpg	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:46:09	132767/132767	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:16:07%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/blogdetails/textile-market-is-on-its-new-boomc51a	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/blogdetails/textile-market-is-on-its-new-boomc51a.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:46:56	400081/400081	---M--	200	added ('OK')	image/jpeg	etag:%225d91a6a1-61ad1%22	http://ecaidev.stagingrelease.com/storage/img/media_library/156982646520.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/156982646520.jpg	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:01	132697/132697	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:16:58%20GMT	http://ecaidev.stagingrelease.com/ecai/payments/blogdetails/why-banks-are-merging-in-india4e6e	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/payments/blogdetails/why-banks-are-merging-in-india4e6e.html	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:44	229881/229881	---M--	200	added ('OK')	image/jpeg	etag:%225d91a66e-381f9%22	http://ecaidev.stagingrelease.com/storage/img/media_library/15698264147.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/15698264147.jpg	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:44	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/google	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/google.175.delayed	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:44	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/facebook	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/facebook.176.delayed	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:44	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/twitter	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/twitter.177.delayed	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:44	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/linkedin	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/linkedin.178.delayed	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:44	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/sharedata	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/sharedata.179.delayed	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:47:47	128187/128187	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:17:46%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/news	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/news.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:47:51	129495/129495	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:17:49%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/blogs	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/blogs.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:47:56	125092/125092	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:17:53%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/videos	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/videos.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:47:59	120906/120906	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:17:57%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/groups	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/groups.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:48:02	111140/111140	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:18:01%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/about	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/about.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:48:04	879394/879394	---M--	200	added ('OK')	image/jpeg	etag:%225d91a6f5-d6b22%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569826549Chrysanthemum.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569826549Chrysanthemum.jpg	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:48:05	132318/132318	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:18:03%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/newsdetails/optical-fiber-tech-is-still-in-its-premature-condition5521	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/newsdetails/optical-fiber-tech-is-still-in-its-premature-condition5521.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:48:08	131928/131928	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:18:07%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/newsdetails/5g-technologyd914	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/newsdetails/5g-technologyd914.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:48:26	775702/775702	---M--	200	added ('OK')	image/jpeg	etag:%225d91a6ca-bd616%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569826506Jellyfish.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569826506Jellyfish.jpg	(from http://ecaidev.stagingrelease.com/ecai/payments)
12:48:29	132233/132233	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:18:28%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/newsdetails/why-indian-education-system-need-to-be-improved9561	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/newsdetails/why-indian-education-system-need-to-be-improved9561.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:49:10	132801/132801	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:19:07%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/blogdetails/automobile-industry-is-taking-a-hit6ce9	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/blogdetails/automobile-industry-is-taking-a-hit6ce9.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:49:20	304203/304203	---M--	200	added ('OK')	image/jpeg	etag:%225d91b1e9-4a44b%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569829353sd.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569829353sd.jpg	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:49:25	132515/132515	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:19:22%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/blogdetails/why-imran-khan-is-failed-over-kashmira52d	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/blogdetails/why-imran-khan-is-failed-over-kashmira52d.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:09	354524/354524	---M--	200	added ('OK')	image/jpeg	etag:%225d919bfc-568dc%22	http://ecaidev.stagingrelease.com/storage/img/media_library/156982374015%20(1).jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/156982374015%20(1).jpg	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:09	245995/245995	---M--	200	added ('OK')	image/jpeg	etag:%225d9199da-3c0eb%22	http://ecaidev.stagingrelease.com/storage/img/media_library/15698231948.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/15698231948.jpg	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:13	780831/780831	---M--	200	added ('OK')	image/jpeg	etag:%225d919dd2-bea1f%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569824210Koala.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569824210Koala.jpg	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:13	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/google	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/google.18b.delayed	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:13	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/facebook	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/facebook.18c.delayed	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:13	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/twitter	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/twitter.18d.delayed	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:13	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/linkedin	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/linkedin.18e.delayed	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:13	132515/132515	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:11%20GMT	http://ecaidev.stagingrelease.com/ecai/logistics/blogdetails/e-commerce-are-creating-new-era9971	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/logistics/blogdetails/e-commerce-are-creating-new-era9971.html	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:14	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/sharedata	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/sharedata.18f.delayed	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:21	128732/128732	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:18%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/news	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/news.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:50:23	129105/129105	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:18%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/blogs	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/blogs.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:50:25	775702/775702	---M--	200	added ('OK')	image/jpeg	etag:%225d919da1-bd616%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569824161Jellyfish.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569824161Jellyfish.jpg	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:50:25	125092/125092	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:23%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/videos	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/videos.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:50:36	120906/120906	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:25%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/groups	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/groups.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:50:38	111045/111045	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:34%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/about	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/about.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:50:41	133247/133247	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:38%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/newsdetails/dont-think-its-fair-to-have-a-result-like-that-eoin-morgan-on-world-cup-2019-final9c33	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/newsdetails/dont-think-its-fair-to-have-a-result-like-that-eoin-morgan-on-world-cup-2019-final9c33.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:50:49	135733/135733	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:20:46%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/newsdetails/vivo-v17-pro-goes-on-sale-in-india-for-the-first-time-check-specs-price-where-to-buy-and-other-details9eb9	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/newsdetails/vivo-v17-pro-goes-on-sale-in-india-for-the-first-time-check-specs-price-where-to-buy-and-other-details9eb9.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:51:14	132515/132515	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:21:11%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/newsdetails/ms-dhoni-meets-president-ram-nath-kovind-over-dinner-at-rajbhawan-in-ranchi9110	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/newsdetails/ms-dhoni-meets-president-ram-nath-kovind-over-dinner-at-rajbhawan-in-ranchi9110.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:52:28	609975/609975	---M--	200	added ('OK')	image/png	etag:%225d919c6a-94eb7%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569823850img99.png	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569823850img99.png	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:52:33	133246/133246	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:22:30%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/blogdetails/blog-test46cb	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/blogdetails/blog-test46cb.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:52:37	879394/879394	---M--	200	added ('OK')	image/jpeg	etag:%225d919941-d6b22%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569823041Chrysanthemum.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569823041Chrysanthemum.jpg	(from http://ecaidev.stagingrelease.com/ecai/logistics)
12:52:41	133284/133284	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:22:39%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/blogdetails/cricket-icc-world-test-championship-everything-you-need-to-know-about-the-inaugural-edition5915	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/blogdetails/cricket-icc-world-test-championship-everything-you-need-to-know-about-the-inaugural-edition5915.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:01	74302/74302	---M--	200	added ('OK')	image/jpeg	etag:%225d9ee0d3-1223e%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1570693331gallery-4.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1570693331gallery-4.jpg	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:12	133236/133236	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2007:23:10%20GMT	http://ecaidev.stagingrelease.com/ecai/marketing/blogdetails/blog-testing2901	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/marketing/blogdetails/blog-testing2901.html	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	600033/600033	---M--	200	added ('OK')	image/png	etag:%225d919a0a-927e1%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569823242img88.png	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569823242img88.png	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	5933/5933	---M--	200	added ('OK')	image/png	etag:%225d91a00d-172d%22	http://ecaidev.stagingrelease.com/storage/img/media_library/15698247812.png	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/15698247812.png	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/google	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/google.1a1.delayed	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/facebook	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/facebook.1a2.delayed	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/twitter	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/twitter.1a3.delayed	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/linkedin	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/linkedin.1a4.delayed	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:14	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/sharedata	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/sharedata.1a5.delayed	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:53:41	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/google	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/google.1a7.delayed	(from http://ecaidev.stagingrelease.com/ecai/pillarapply)
12:53:41	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/facebook	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/facebook.1a8.delayed	(from http://ecaidev.stagingrelease.com/ecai/pillarapply)
12:53:41	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/twitter	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/twitter.1a9.delayed	(from http://ecaidev.stagingrelease.com/ecai/pillarapply)
12:53:41	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/linkedin	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/linkedin.1aa.delayed	(from http://ecaidev.stagingrelease.com/ecai/pillarapply)
12:53:41	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/sharedata	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/sharedata.1ab.delayed	(from http://ecaidev.stagingrelease.com/ecai/pillarapply)
12:53:51	54236/54236	---M--	200	added ('OK')	image/jpeg	etag:%225cd92fde-d3dc%22	http://ecaidev.stagingrelease.com/img/frontend/partner_img.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/img/frontend/partner_img.jpg	(from http://ecaidev.stagingrelease.com/ecai/pillarapply)
12:53:51	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/google	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/google.1ad.delayed	(from http://ecaidev.stagingrelease.com/ecai/aboutecai)
12:53:51	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/facebook	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/facebook.1ae.delayed	(from http://ecaidev.stagingrelease.com/ecai/aboutecai)
12:53:51	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/twitter	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/twitter.1af.delayed	(from http://ecaidev.stagingrelease.com/ecai/aboutecai)
12:53:51	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/linkedin	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/linkedin.1b0.delayed	(from http://ecaidev.stagingrelease.com/ecai/aboutecai)
12:53:51	0/-1	---M--	302	error ('')			http://ecaidev.stagingrelease.com/ecai/sharedata	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/sharedata.1b1.delayed	(from http://ecaidev.stagingrelease.com/ecai/aboutecai)
12:54:21	116111/116111	---M--	200	added ('OK')	image/jpeg	etag:%225cd92fe0-1c58f%22	http://ecaidev.stagingrelease.com/img/frontend/ecailogo.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/img/frontend/ecailogo.jpg	(from http://ecaidev.stagingrelease.com/ecai/aboutecai)
12:54:21	797330/797330	---M--	200	added ('OK')	image/png	etag:%225d919b2e-c2a92%22	http://ecaidev.stagingrelease.com/storage/img/media_library/1569823534img555.png	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/media_library/1569823534img555.png	(from http://ecaidev.stagingrelease.com/ecai/marketing)
12:54:23	70115/70115	---M--	200	added ('OK')	image/jpeg	etag:%225da81e57-111e3%22	http://ecaidev.stagingrelease.com/storage/img/company_image/612hands-437968_960_720.jpg	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/storage/img/company_image/612hands-437968_960_720.jpg	(from http://ecaidev.stagingrelease.com/ecai/association/associationcdc5)
12:54:23	474/474	---M--	200	added ('OK')	text/css	etag:%225d9d6caa-1da%22	http://ecaidev.stagingrelease.com/css/frontend/association/about.css	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/css/frontend/association/about.css	(from http://ecaidev.stagingrelease.com/ecai/association/associationcdc5)
12:54:23	424/424	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202019%2007:24:24%20GMT	http://ecaidev.stagingrelease.com/ecai/dashboard	C:/My%20Web%20Sites/ProjectEaci/ecaidev.stagingrelease.com/ecai/dashboard	(from http://ecaidev.stagingrelease.com/ecai/association/associationcdc5)
